1,86.14,0
1,86.14,1
1,86.14,2
1,86.14,3
1,86.14,4
1,87.02,5
1,87.02,6
1,85.26,8
1,87.02,9
1,87.02,10
1,87.02,11
1,87.02,12
1,87.02,13
1,87.90,14
1,87.02,16
1,87.02,17
1,87.90,18
1,87.02,19
1,87.90,20
1,87.90,21
1,87.90,23
1,88.78,24
1,88.78,25
1,87.90,26
1,87.90,27
1,87.90,28
1,88.78,29
1,88.78,31
1,88.78,32
1,88.78,33
1,88.78,34
1,87.90,35
1,88.78,36
1,88.78,37
1,87.90,39
1,88.78,40
1,87.90,41
1,88.78,42
1,88.78,43
1,88.78,44
1,89.66,46
1,89.66,47
1,88.78,48
1,88.78,49
1,89.66,50
1,88.78,51
1,89.66,52
1,89.66,54
1,89.66,55
1,89.66,56
1,89.66,57
1,89.66,58
1,89.66,59
1,89.66,61
1,89.66,62
1,89.66,63
1,89.66,64
1,88.78,65
1,89.66,66
1,89.66,67
1,89.66,69
1,90.54,70
1,90.54,71
1,89.66,72
1,89.66,73
1,89.66,74
1,90.54,75
1,90.54,77
1,89.66,78
1,90.54,79
1,89.66,80
1,90.54,81
1,90.54,82
1,90.54,84
1,90.54,85
1,90.54,86
1,90.54,87
1,90.54,88
1,90.54,89
1,90.54,90
1,91.41,92
1,89.66,93
1,90.54,94
1,90.54,95
1,90.54,96
1,91.41,97
1,91.41,98
1,91.41,100
1,91.41,101
1,89.66,102
1,90.54,103
1,91.41,104
1,91.41,105
1,91.41,107
1,91.41,108
1,91.41,109
1,91.41,110
1,91.41,111
1,91.41,112
1,91.41,113
1,91.41,115
1,91.41,116
1,91.41,117
1,91.41,118
1,90.54,119
1,91.41,120
1,91.41,122
1,92.29,123
1,91.41,124
1,91.41,125
1,91.41,126
1,92.29,127
1,91.41,128
1,92.29,130
1,92.29,131
1,91.41,132
1,91.41,133
1,92.29,134
1,92.29,135
1,92.29,136
1,92.29,138
1,92.29,139
1,92.29,140
1,91.41,141
1,92.29,142
1,92.29,143
1,92.29,145
1,92.29,146
1,92.29,147
1,92.29,148
1,91.41,149
1,92.29,150
1,92.29,151
1,92.29,153
1,92.29,154
1,92.29,155
1,92.29,156
1,92.29,157
1,93.17,158
1,92.29,159
1,92.29,161
1,92.29,162
1,93.17,163
1,92.29,164
1,92.29,165
1,93.17,166
1,92.29,168
1,93.17,169
1,93.17,170
1,92.29,171
1,93.17,172
1,92.29,173
1,93.17,174
1,93.17,176
1,93.17,177
1,93.17,178
1,93.17,179
1,92.29,180
1,93.17,181
1,92.29,183
1,92.29,184
1,93.17,185
1,93.17,186
1,93.17,187
1,93.17,188
1,93.17,189
1,93.17,191
1,94.05,192
1,93.17,193
1,93.17,194
1,93.17,195
1,93.17,196
1,93.17,197
1,93.17,199
1,93.17,200
1,93.17,201
1,93.17,202
1,94.05,203
1,93.17,204
1,94.05,206
1,94.05,207
1,93.17,208
1,93.17,209
1,93.17,210
1,93.17,211
1,93.17,212
1,93.17,214
1,94.05,215
1,93.17,216
1,94.05,217
1,93.17,218
1,94.05,219
1,94.05,220
1,94.05,222
1,93.17,223
1,94.05,224
1,94.05,225
1,94.05,226
1,94.05,227
1,94.05,229
1,93.17,230
1,93.17,231
1,94.05,232
1,93.17,233
1,94.05,234
1,94.05,235
1,93.17,237
1,94.05,238
1,94.05,239
1,94.05,240
1,94.05,241
1,94.05,242
1,93.17,244
1,94.05,245
1,94.05,246
1,94.05,247
1,94.05,248
1,94.05,249
1,94.05,250
1,94.05,252
1,94.05,253
1,94.05,254
1,94.05,255
1,94.05,256
1,94.05,257
1,94.05,258
1,94.05,260
1,93.17,261
1,94.05,262
1,94.05,263
1,94.05,264
1,94.05,265
1,94.05,267
1,94.05,268
1,94.05,269
1,94.05,270
1,94.05,271
1,94.05,272
1,94.05,273
1,94.93,275
1,94.05,276
1,94.93,277
1,94.05,278
1,94.05,279
1,94.93,280
1,94.05,281
1,94.05,283
1,94.05,284
1,94.05,285
1,94.05,286
1,94.05,287
1,94.93,288
1,94.05,290
1,94.05,291
1,94.05,292
1,94.93,293
1,94.05,294
1,94.05,295
1,94.05,296
1,94.05,298
1,94.05,299
1,94.05,300
1,94.93,301
1,94.93,302
1,94.05,303
1,94.93,305
1,94.05,306
1,94.05,307
1,94.93,308
1,94.05,309
1,94.93,310
1,94.93,311
1,94.05,313
1,94.05,314
1,94.93,315
1,94.05,316
1,94.93,317
1,94.93,318
1,94.05,319
1,94.93,321
1,94.93,322
1,94.05,323
1,94.93,324
1,94.93,325
1,94.05,326
1,94.93,328
1,94.05,329
1,93.17,330
1,94.93,331
1,94.05,332
1,94.93,333
1,94.93,334
1,94.05,336
1,94.05,337
1,94.93,338
1,94.93,339
1,94.05,340
1,94.93,341
1,94.93,343
1,94.93,344
1,94.93,345
1,94.05,346
1,94.93,347
1,94.93,348
1,94.93,349
1,94.93,351
1,94.93,352
1,94.93,353
1,94.93,354
1,94.93,355
1,94.05,356
1,94.05,357
1,94.05,359
1,94.05,360
1,94.93,361
1,94.93,362
1,94.93,363
1,94.93,364
1,94.93,366
1,94.05,367
1,94.05,368
1,94.93,369
1,94.05,370
1,94.93,371
1,94.93,372
1,94.05,374
1,94.93,375
1,94.05,376
1,94.05,377
1,94.05,378
1,94.93,379
1,94.05,380
1,94.93,382
1,94.93,383
1,94.05,384
1,94.93,385
1,94.93,386
1,94.05,387
1,94.93,389
1,94.05,390
1,94.05,391
1,94.93,392
1,94.93,393
1,94.05,394
1,94.93,395
1,94.93,397
1,94.93,398
1,94.93,399
1,94.05,400
1,94.05,401
1,94.93,402
1,94.93,404
1,94.05,405
1,94.93,406
1,94.93,407
1,94.05,408
1,94.93,409
1,94.05,410
1,94.93,412
1,94.93,413
1,94.05,414
1,94.05,415
1,94.93,416
1,94.05,417
1,94.05,418
1,94.93,420
1,94.05,421
1,94.05,422
1,94.93,423
1,94.93,424
1,94.05,425
1,94.93,427
1,94.93,428
1,94.05,429
1,94.93,430
1,94.93,431
1,94.93,432
1,94.93,433
1,94.05,435
1,94.93,436
1,94.93,437
1,94.93,438
1,94.05,439
1,94.93,440
1,94.93,441
1,94.05,443
1,93.17,444
1,94.93,445
1,94.05,446
1,94.05,447
1,94.93,448
1,94.93,450
1,94.05,451
1,94.05,452
1,94.93,453
1,93.17,454
1,94.93,455
1,94.93,456
1,94.05,458
1,94.05,459
1,94.93,460
1,94.05,461
1,94.05,462
1,94.93,463
1,94.05,465
1,94.05,466
1,94.05,467
1,94.05,468
1,94.93,469
1,94.05,470
1,94.93,471
1,94.05,473
1,94.93,474
1,94.05,475
1,94.05,476
1,94.05,477
1,94.05,478
1,94.93,479
1,94.05,481
1,94.05,482
1,94.05,483
1,94.93,484
1,94.05,485
1,94.05,486
1,94.93,488
1,94.05,489
1,94.93,490
1,94.05,491
1,94.05,492
1,94.05,493
1,94.05,494
1,94.05,496
1,94.05,497
1,93.17,498
1,94.05,499
1,94.05,500
1,94.93,501
1,94.05,502
1,94.05,504
1,94.05,505
1,94.05,506
1,94.05,507
1,94.05,508
1,94.05,509
1,94.05,511
1,94.05,512
1,94.05,513
1,94.05,514
1,94.05,515
1,94.05,516
1,94.05,517
1,94.05,519
1,94.05,520
1,94.05,521
1,94.05,522
1,94.05,523
1,93.17,524
1,94.05,526
1,94.05,527
1,93.17,528
1,94.05,529
1,94.05,530
1,94.05,531
1,94.05,532
1,94.05,534
1,94.05,535
1,94.05,536
1,94.05,537
1,94.05,538
1,94.05,539
1,94.05,540
1,94.05,542
1,94.05,543
1,94.05,544
1,94.05,545
1,94.05,546
1,94.05,547
1,94.05,549
1,94.05,550
1,94.05,551
1,94.05,552
1,93.17,553
1,94.05,554
1,94.05,555
1,94.05,557
1,93.17,558
1,94.05,559
1,94.05,560
1,93.17,561
1,94.05,562
1,93.17,563
1,94.05,565
1,93.17,566
1,94.05,567
1,94.05,568
